"","trarNo","mainTrarNm","ctprvnCd","ctprvnNm","signguCd","signguNm","trarArea","coordNum","coords","stdrDt"
"21","10183","도안상권","30","대전광역시","30170","서구","185795","12","MULTIPOLYGON (((127.33999423214 36.3347936250663, 127.338167842286 36.3348528554961, 127.338179645451 36.3324196552335, 127.338178016471 36.3320411670892, 127.335928230731 36.332047485, 127.336053402748 36.3300645530929, 127.340931917455 36.3301409119925, 127.341867370314 36.3301202275953, 127.341697246716 36.331977128968, 127.340897377023 36.3324480136001, 127.340861036616 36.3343405799599, 127.33999423214 36.3347936250663)))","2021-06-30"
"22","10170","둔산2동_4","30","대전광역시","30170","서구","92498","37","MULTIPOLYGON (((127.379734662243 36.3537499552955, 127.37972735867 36.3533917638495, 127.379686710006 36.3530494483997, 127.37956197448 36.3525970058604, 127.379441005817 36.352347314247, 127.380141726541 36.352113044406, 127.380037925472 36.3519579217086, 127.379973410421 36.3518635033696, 127.379864007157 36.351701639493, 127.379740493691 36.3515015205012, 127.379770638871 36.3514000435382, 127.382076704657 36.3513994783296, 127.382689374677 36.351388513341, 127.382840229655 36.351482654647, 127.382838330177 36.3522351367314, 127.382841341535 36.3528524277366, 127.382842502068 36.3536612229201, 127.382839470669 36.3541816574501, 127.382745049852 36.3542382818462, 127.382137894932 36.3542424708401, 127.382081917404 36.3541863261489, 127.381811712755 36.3541781749624, 127.381544337133 36.3541790258507, 127.381530509899 36.3541993461308, 127.381104390808 36.3542029538356, 127.381105802209 36.3544935762139, 127.38110278115 36.3550185164689, 127.381094469336 36.3550275545647, 127.38106122206 36.3550637069424, 127.380710276618 36.3550625685434, 127.380493042365 36.3550655108342, 127.380453951335 36.3550453585526, 127.380436126214 36.3542411221691, 127.380146458097 36.3542397877177, 127.37978156871 36.3542341849327, 127.379736755328 36.3541825096296, 127.379734662243 36.3537499552955)))","2021-06-30"
"23","10171","시청역","30","대전광역시","30170","서구","201610","13","MULTIPOLYGON (((127.390008281721 36.3468343089686, 127.390057717686 36.3511777831958, 127.38914417552 36.3511717392156, 127.389142001541 36.3518566345108, 127.389988665065 36.3518538842953, 127.390050048742 36.351876213886, 127.390085358089 36.3533765446623, 127.390002184847 36.3534534144874, 127.387016609198 36.3534811096819, 127.386932677419 36.3534047811782, 127.386867270848 36.3469165752753, 127.386955943457 36.3468261722741, 127.390008281721 36.3468343089686)))","2021-06-30"
"24","10173","용문역_1","30","대전광역시","30170","서구","122428","24","MULTIPOLYGON (((127.387649595521 36.3395357196445, 127.388151543545 36.3391150520473, 127.389274602444 36.3381606774731, 127.389843083052 36.3376834636081, 127.390641766914 36.3370230104205, 127.390943970296 36.3367584333456, 127.391035725455 36.3367310991257, 127.391488595488 36.3370855843699, 127.392036515997 36.3375141038212, 127.392640359462 36.3379874961931, 127.392872438054 36.3381782350098, 127.392889416166 36.3382322496341, 127.392901073152 36.3383358460693, 127.392421579085 36.3387857481658, 127.391179236763 36.3398261524109, 127.389370807901 36.3412761622323, 127.389243158476 36.341366693579, 127.389142931466 36.3413715246482, 127.389067677461 36.3413582512241, 127.388508562618 36.340920743022, 127.387703434878 36.3402880230248, 127.387214296027 36.3399201231606, 127.387228041506 36.3398840319647, 127.387649595521 36.3395357196445)))","2021-06-30"
"25","10176","월평역","30","대전광역시","30170","서구","111463","47","MULTIPOLYGON (((127.365279103524 36.3560545297153, 127.365296664319 36.3562369629172, 127.36530095961 36.3565613705856, 127.365242647544 36.356599847825, 127.364512952759 36.3566110791334, 127.364510491882 36.3566809271884, 127.36451536994 36.3571314967125, 127.36451374439 36.3579808530552, 127.364613962984 36.3579692838575, 127.364984125393 36.3579073292313, 127.365382234595 36.3578655646253, 127.366495701872 36.3577224865732, 127.366579281734 36.3577267370144, 127.366621776848 36.3578798057809, 127.366446397665 36.3579006179873, 127.365307870496 36.3580460248262, 127.364328028525 36.3581751685057, 127.363657165347 36.3582628152443, 127.362738563592 36.3583850014574, 127.362262554889 36.3584472688373, 127.36219767108 36.3582694839823, 127.362178744598 36.3577896688513, 127.361889094425 36.3577950488837, 127.361540932188 36.3577960987382, 127.361362600502 36.3577808656384, 127.361128324507 36.3577139835072, 127.361105938485 36.3576915216814, 127.361073017057 36.3565899419679, 127.361059181333 36.3560042238339, 127.361063528827 36.3557383659069, 127.361105182815 36.3557112054561, 127.362213649817 36.3556965989449, 127.362218773176 36.3555997078122, 127.362219177412 36.3550837873394, 127.362279443145 36.3548650718536, 127.362306660703 36.3547275613676, 127.362366842715 36.3544908226964, 127.362428023047 36.3544703615641, 127.363411963153 36.3546341010387, 127.36379387805 36.354707289858, 127.363821865684 36.3547364929702, 127.363821242251 36.3552028498224, 127.363829172931 36.3557119862163, 127.364118721144 36.3556863255088, 127.365252306403 36.3556828791726, 127.365283101125 36.3557165792322, 127.365279103524 36.3560545297153)))","2021-06-30"
"26","10164","관저2동","30","대전광역시","30170","서구","99374","57","MULTIPOLYGON (((127.337748973906 36.3008797242567, 127.33767763373 36.3011187370633, 127.337675304969 36.3012246320122, 127.337568081056 36.3015335869395, 127.337197583025 36.3014602808868, 127.336465160535 36.301365459031, 127.335908356692 36.3013332239341, 127.335404560776 36.301330126459, 127.335318259373 36.3013258616211, 127.335248657757 36.301321550093, 127.335173335974 36.3012812073761, 127.335111959527 36.3012475845243, 127.335092380505 36.3012251097205, 127.335064125364 36.3011260590007, 127.335078886696 36.3006709229264, 127.335357185211 36.3006633871048, 127.335350994421 36.300516962968, 127.335356962473 36.2999582158946, 127.335360473767 36.2994760757772, 127.335582267328 36.299272690992, 127.335559626778 36.2991848893922, 127.335567274949 36.2990204029892, 127.337073032472 36.2990251970159, 127.338495312993 36.299034713343, 127.339255285881 36.2990686154777, 127.340363219887 36.2991150445213, 127.340378144688 36.2999913978473, 127.340362117312 36.3014333278594, 127.340197922162 36.3014382991233, 127.340156036284 36.301406876582, 127.340133608533 36.3000822086677, 127.340022268756 36.3000802710982, 127.339473909971 36.3000683051684, 127.339469830945 36.3004130172697, 127.339238917275 36.3004361993971, 127.339251468853 36.3007650938677, 127.339244576401 36.3011030550397, 127.339250764806 36.3012472260049, 127.339241662266 36.3017181171127, 127.339054879507 36.3016488034654, 127.338970477436 36.3014395179581, 127.338942566782 36.3014215731999, 127.338917390906 36.3013923559928, 127.338869550761 36.3012708320262, 127.338762650462 36.3010075391839, 127.338592734362 36.3009764772689, 127.338383794299 36.3009320074355, 127.337899048449 36.3008274842591, 127.337873902183 36.300805025579, 127.337964734041 36.3005682107244, 127.338061044742 36.3003111038616, 127.337871763728 36.3003071307778, 127.33776340039 36.3003502416288, 127.337474376137 36.3004524368854, 127.337018731425 36.3006429641111, 127.337069129566 36.3007126639257, 127.337748973906 36.3008797242567)))","2021-06-30"
"27","10166","대전문화예술의전당","30","대전광역시","30170","서구","136085","19","MULTIPOLYGON (((127.379798015001 36.369139443389, 127.379802543672 36.3666229213911, 127.379767717859 36.3651834176055, 127.379789642355 36.3651090018976, 127.37981179588 36.3650818967268, 127.379881314665 36.3650568944395, 127.38129637438 36.3650524035647, 127.382444021005 36.3650487490515, 127.382711433781 36.365047895931, 127.382750607362 36.3650838175823, 127.382768169774 36.3663994650567, 127.382812713344 36.3686770212728, 127.382806243929 36.3696345311047, 127.382438463868 36.3696221871269, 127.382076310213 36.3696210886676, 127.380722442656 36.3696231418234, 127.379861635327 36.3696213658718, 127.379802862598 36.3695652291369, 127.379798015001 36.369139443389)))","2021-06-30"
"28","10167","청사시외버스정류장","30","대전광역시","30170","서구","50021","24","MULTIPOLYGON (((127.379283533705 36.3612558605331, 127.379295593166 36.3620218147925, 127.379303124662 36.3624273163203, 127.379293976102 36.3628396293304, 127.379266230296 36.3628622462629, 127.378620011421 36.3628665410905, 127.377934817519 36.3628754610897, 127.377377711896 36.3628749625019, 127.3767899444 36.3628700518153, 127.376778737586 36.3628565695126, 127.376768769064 36.3625209159551, 127.37677495073 36.3620680598619, 127.376775496574 36.3616017039258, 127.376772943274 36.3610700230321, 127.376767950845 36.3606104431751, 127.376764726956 36.3599390832826, 127.377388682213 36.3599438802898, 127.377427774922 36.359964033548, 127.377429357189 36.3602929548206, 127.377428143147 36.3611986322008, 127.377578533829 36.361193652982, 127.378202618575 36.3612232274124, 127.379132838195 36.36119776113, 127.379283533705 36.3612558605331)))","2021-06-30"
"29","10168","둔산2동_1","30","대전광역시","30170","서구","107815","27","MULTIPOLYGON (((127.373447422929 36.3505998334379, 127.374217299437 36.3502662543051, 127.375245260117 36.3497403645978, 127.376264959957 36.3492370211893, 127.376698109884 36.3489630578837, 127.37682439651 36.349163171425, 127.377138609754 36.3496398036877, 127.377234079434 36.3498017139609, 127.377741982463 36.3505931444941, 127.37807598464 36.3511282878188, 127.378123732174 36.3512114954487, 127.378110154197 36.3512836317831, 127.378065842828 36.3513355886871, 127.377643228746 36.3514856129419, 127.377059316878 36.3516857071726, 127.376439293176 36.3519061881962, 127.37506575499 36.3523903636219, 127.374467957881 36.3526017532261, 127.374137195775 36.3527424666004, 127.373716643549 36.352743777652, 127.373657598407 36.3526268096273, 127.373443828999 36.3521859025107, 127.373143071232 36.351607837307, 127.37295163084 36.3511758714484, 127.372942579863 36.3510294595766, 127.372947036683 36.3507951416913, 127.373447422929 36.3505998334379)))","2021-06-30"
"30","10169","둔산2동_2","30","대전광역시","30170","서구","94355","30","MULTIPOLYGON (((127.376752005619 36.3549691804166, 127.376734910765 36.3543091280687, 127.376729589856 36.3532007071642, 127.376722479031 36.3522995605525, 127.37672440982 36.3521215736054, 127.376737989216 36.3520494374302, 127.376804701543 36.3520221927997, 127.377599892462 36.3517403296467, 127.378172684761 36.3515447736842, 127.37827295814 36.3515467104085, 127.37837337272 36.351577934598, 127.378634308118 36.3519758784569, 127.378900751124 36.3523602867795, 127.379066769486 36.3527112180743, 127.379154512007 36.3530015676902, 127.379194505178 36.3532087100842, 127.379217689771 36.3533956293055, 127.379222107882 36.3537335536159, 127.379224483077 36.3548014309437, 127.379228446056 36.3556214817459, 127.37922583504 36.355657536739, 127.379220384368 36.3556823361051, 127.379189921163 36.3557184791584, 127.379153800408 36.3557366167208, 127.379120399548 36.3557412281483, 127.377964544318 36.3557471291594, 127.377388014628 36.3557511975341, 127.37678083661 36.3557531064897, 127.376752735633 36.3557013775753, 127.376752005619 36.3549691804166)))","2021-06-30"
